activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,2356417,[],CHEMBL956645,Inhibition of human recombinant AchE after 20 mins by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1150277,J. Med. Chem.,2008.0,,CHEMBL447857,,CHEMBL447857,,False,http://www.openphacts.org/units/Nanomolar,767508,=,1,True,=,,IC50,nM,,127000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,127.0
,2356418,[],CHEMBL956645,Inhibition of human recombinant AchE after 20 mins by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,,,CHEMBL1150277,J. Med. Chem.,2008.0,"{'bei': '9.12', 'le': '0.17', 'lle': '-4.12', 'sei': '11.67'}",CHEMBL455790,,CHEMBL455790,4.98,False,http://www.openphacts.org/units/Nanomolar,767507,=,1,True,=,,IC50,nM,,10500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,10.5
,2356419,[],CHEMBL956645,Inhibition of human recombinant AchE after 20 mins by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1150277,J. Med. Chem.,2008.0,,CHEMBL506588,,CHEMBL506588,,False,http://www.openphacts.org/units/Nanomolar,767506,=,1,True,=,,IC50,nM,,127000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,127.0
,2356420,[],CHEMBL956645,Inhibition of human recombinant AchE after 20 mins by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2ccccc2)cc1)Cc1ccccc1,,,CHEMBL1150277,J. Med. Chem.,2008.0,"{'bei': '8.26', 'le': '0.15', 'lle': '-4.40', 'sei': '10.29'}",CHEMBL511575,,CHEMBL511575,4.39,False,http://www.openphacts.org/units/Nanomolar,767505,=,1,True,=,,IC50,nM,,40700.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,40.7
,2356421,[],CHEMBL956645,Inhibition of human recombinant AchE after 20 mins by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1c(-c2ccc(OCCCCCCCN(C)Cc3ccccc3)cc2)oc2ccccc12,,,CHEMBL1150277,J. Med. Chem.,2008.0,"{'bei': '10.13', 'le': '0.19', 'lle': '-3.00', 'sei': '11.15'}",CHEMBL511948,,CHEMBL511948,4.76,False,http://www.openphacts.org/units/Nanomolar,767504,=,1,True,=,,IC50,nM,,17400.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,17.4
,2367712,[],CHEMBL986296,Inhibition of human erythrocyte AchE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,O=C(NCc1ccccc1)O[C@H]1CO[C@@H]2[C@H](OC(=O)c3ccccc3)CO[C@H]12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140164,J. Med. Chem.,2008.0,,CHEMBL523830,,CHEMBL523830,,False,http://www.openphacts.org/units/Nanomolar,746548,=,1,True,=,,IC50,nM,,221000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,221.0
,2379039,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,O=C1C2=C(CCCC2)S(=O)(=O)N1c1cccc(Cl)n1,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL513281,,CHEMBL513281,,False,http://www.openphacts.org/units/Nanomolar,722141,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379079,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,O=C1c2ccccc2S(=O)(=O)N1c1c(F)c(F)nc(F)c1F,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL518500,,CHEMBL518500,,False,http://www.openphacts.org/units/Nanomolar,722218,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379080,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,O=C1C2=C(CCCC2)S(=O)(=O)N1c1ccncc1.[O-][Cl+3]([O-])([O-])O,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL512569,,CHEMBL1187627,,False,http://www.openphacts.org/units/Nanomolar,722217,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379081,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,O=C1C2=C(CCCC2)S(=O)(=O)N1c1c(F)c(F)c(F)c(F)c1F,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL503392,,CHEMBL503392,,False,http://www.openphacts.org/units/Nanomolar,722216,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379082,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,CC1=C(c2ccccc2)C(=O)N(c2c(F)c(F)nc(F)c2F)S1(=O)=O,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL461946,,CHEMBL461946,,False,http://www.openphacts.org/units/Nanomolar,722215,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379083,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,CC1=C(C)S(=O)(=O)N(c2c(F)c(F)nc(F)c2F)C1=O,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL512758,,CHEMBL512758,,False,http://www.openphacts.org/units/Nanomolar,722214,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379084,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,O=C1C2=C(CCCC2)S(=O)(=O)N1c1c(F)c(F)nc(F)c1F,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL461945,,CHEMBL461945,,False,http://www.openphacts.org/units/Nanomolar,722213,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379085,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,O=C1C2=C(CCCC2)S(=O)(=O)N1c1ncc(F)cc1F,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL459684,,CHEMBL459684,,False,http://www.openphacts.org/units/Nanomolar,722143,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2379086,[],CHEMBL969704,Inhibition of acetylcholinesterase,B,BAO_0000190,BAO_0000357,single protein format,O=C1C2=C(CCCC2)S(=O)(=O)N1c1cccc(Br)n1,,,CHEMBL1139421,Bioorg. Med. Chem.,2008.0,,CHEMBL459683,,CHEMBL459683,,False,http://www.openphacts.org/units/Nanomolar,722142,>,1,True,>,,IC50,nM,,100000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,100.0
,2380954,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCn1c(=O)c2ccc3c(=O)n(CCCCCCN(CC)Cc4ccccc4OC)c(=O)c4ccc(c1=O)c2c34)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '12.39', 'le': '0.23', 'lle': '2.18', 'sei': '9.15'}",CHEMBL450553,,CHEMBL450553,9.43,False,http://www.openphacts.org/units/Nanomolar,804468,=,1,True,=,,IC50,nM,,0.37,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.37
,2380958,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCn1c(=O)c2cc3c(=O)n(CCCCCCN(CC)Cc4ccccc4OC)c(=O)c3cc2c1=O)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '11.41', 'le': '0.21', 'lle': '2.02', 'sei': '7.87'}",CHEMBL507903,,CHEMBL507903,8.11,False,http://www.openphacts.org/units/Nanomolar,804467,=,1,True,=,,IC50,nM,,7.7,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,7.7
,2380962,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(CCCCCCN(CC)Cc3ccccc3OC)C4=O)cc2C1=O)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '9.98', 'le': '0.18', 'lle': '-0.88', 'sei': '7.88'}",CHEMBL507304,,CHEMBL507304,7.85,False,http://www.openphacts.org/units/Nanomolar,804466,=,1,True,=,,IC50,nM,,14.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,14.0
,2380966,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '12.29', 'le': '0.23', 'lle': '0.23', 'sei': '14.73'}",CHEMBL449941,,CHEMBL449941,7.14,False,http://www.openphacts.org/units/Nanomolar,804465,=,1,True,=,,IC50,nM,,72.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,72.4
,2380970,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCn1c(=O)c(=O)n(CCCCCCN(CC)Cc2ccccc2OC)c2ccccc21)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '13.47', 'le': '0.25', 'lle': '1.50', 'sei': '12.84'}",CHEMBL452339,,CHEMBL452339,8.85,False,http://www.openphacts.org/units/Nanomolar,804464,=,1,True,=,,IC50,nM,,1.41,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.41
,2397102,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCN1CC(=O)N(CCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '12.81', 'le': '0.24', 'lle': '1.96', 'sei': '11.90'}",CHEMBL449467,,CHEMBL449467,7.80,False,http://www.openphacts.org/units/Nanomolar,804463,=,1,True,=,,IC50,nM,,15.9,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,15.9
,2397106,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C(=O)C1=O)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '11.76', 'le': '0.22', 'lle': '1.32', 'sei': '10.92'}",CHEMBL450990,,CHEMBL450990,7.16,False,http://www.openphacts.org/units/Nanomolar,804462,=,1,True,=,,IC50,nM,,68.9,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,68.9
,2397110,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N1Cc2ccc3c4c(ccc(c24)C1)CN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C3)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '11.35', 'le': '0.21', 'lle': '-0.39', 'sei': '12.68'}",CHEMBL507885,,CHEMBL507885,8.32,False,http://www.openphacts.org/units/Nanomolar,804461,=,1,True,=,,IC50,nM,,4.83,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,4.83
,2397114,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N[C@H]1CC[C@H](NC(=O)CCCCCN(CC)Cc2ccccc2OC)CC1)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '7.96', 'le': '0.15', 'lle': '-1.64', 'sei': '6.10'}",CHEMBL499722,,CHEMBL499722,5.07,False,http://www.openphacts.org/units/Nanomolar,804460,=,1,True,=,,IC50,nM,,8550.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,8550.0
,2397118,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N[C@H]1CCCC[C@@H]1NC(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '8.26', 'le': '0.16', 'lle': '-1.45', 'sei': '6.33'}",CHEMBL450506,,CHEMBL450506,5.26,False,http://www.openphacts.org/units/Nanomolar,804459,=,1,True,=,,IC50,nM,,5470.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,5470.0
,2397122,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N[C@H]1CCCC[C@H]1NC(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '8.45', 'le': '0.16', 'lle': '-1.33', 'sei': '6.47'}",CHEMBL499825,,CHEMBL499825,5.38,False,http://www.openphacts.org/units/Nanomolar,804458,=,1,True,=,,IC50,nM,,4160.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,4160.0
,2397126,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N1CCN(C(=O)CCCCCN(CC)Cc2ccccc2OC)CC1)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '12.47', 'le': '0.24', 'lle': '1.75', 'sei': '11.58'}",CHEMBL502877,,CHEMBL502877,7.59,False,http://www.openphacts.org/units/Nanomolar,804457,=,1,True,=,,IC50,nM,,25.7,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,25.7
,2397130,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N1CCC(C2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '12.27', 'le': '0.23', 'lle': '0.83', 'sei': '12.93'}",CHEMBL254016,,CHEMBL254016,8.48,True,http://www.openphacts.org/units/Nanomolar,804456,=,1,True,=,,IC50,nM,,3.32,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,3.32
,2397134,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '11.21', 'le': '0.21', 'lle': '-0.64', 'sei': '11.89'}",CHEMBL173309,,CHEMBL173309,7.79,False,http://www.openphacts.org/units/Nanomolar,804455,=,1,True,=,,IC50,nM,,16.1,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,16.1
,2397138,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '10.15', 'le': '0.19', 'lle': '-0.88', 'sei': '10.33'}",CHEMBL11805,CAPROCTAMINE,CHEMBL11805,6.77,True,http://www.openphacts.org/units/Nanomolar,804454,=,1,True,=,,IC50,nM,,170.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,170.0
,2397139,[],CHEMBL948468,Inhibition of human recombinant AChE-induced amyloid beta (1-40) aggregation by thioflavin T formation assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCn1c(=O)c2ccc3c(=O)n(CCCCCCN(CC)Cc4ccccc4OC)c(=O)c4ccc(c1=O)c2c34)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '6.69', 'le': '0.12', 'lle': '-2.16', 'sei': '4.94'}",CHEMBL450553,,CHEMBL450553,5.09,False,http://www.openphacts.org/units/Nanomolar,804468,=,1,True,=,,IC50,nM,,8130.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,8.13
,2397141,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O)Cc1ccccc1OC,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '16.36', 'le': '0.30', 'lle': '1.74', 'sei': '14.59'}",CHEMBL488590,,CHEMBL488590,7.27,False,http://www.openphacts.org/units/Nanomolar,804469,=,1,True,=,,IC50,nM,,53.5,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,53.5
,2397145,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '20.12', 'le': '0.37', 'lle': '3.28', 'sei': '19.70'}",CHEMBL502,DONEPEZIL,CHEMBL502,7.64,False,http://www.openphacts.org/units/Nanomolar,804470,=,1,True,=,,IC50,nM,,23.1,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,23.1
,2397149,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '19.82', 'le': '0.37', 'lle': '3.85', 'sei': '13.59'}",CHEMBL659,GALANTAMINE,CHEMBL659,5.70,True,http://www.openphacts.org/units/Nanomolar,804471,=,1,True,=,,IC50,nM,,2010.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,2010.0
,2397153,[],CHEMBL948464,Inhibition of human recombinant AChE by Ellman's assay,B,BAO_0000190,BAO_0000357,single protein format,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],,,CHEMBL1152287,J. Med. Chem.,2008.0,"{'bei': '10.83', 'le': '0.20', 'lle': '-0.50', 'sei': '8.03'}",CHEMBL345124,PROPIDIUM,CHEMBL332935,4.49,True,http://www.openphacts.org/units/Nanomolar,804552,=,1,True,=,,IC50,nM,,32300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,32300.0
,2463246,[],CHEMBL964571,Inhibition of AchE,B,BAO_0000190,BAO_0000357,single protein format,O=c1c2ccccc2nc2n1CCC2,,,CHEMBL1157445,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '21.93', 'le': '0.40', 'lle': '2.74', 'sei': '11.70'}",CHEMBL456881,DEOXYVASICINONE,CHEMBL456881,4.08,False,http://www.openphacts.org/units/Nanomolar,721198,=,1,True,=,,IC50,nM,,82500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,82.5
,2515997,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '20.29', 'le': '0.38', 'lle': '3.34', 'sei': '19.86'}",CHEMBL502,DONEPEZIL,CHEMBL502,7.70,True,http://www.openphacts.org/units/Nanomolar,734359,=,1,True,=,,IC50,nM,,20.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.02
,2515998,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1OC,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '16.88', 'le': '0.31', 'lle': '1.77', 'sei': '16.35'}",CHEMBL490507,,CHEMBL490507,6.34,False,http://www.openphacts.org/units/Nanomolar,735619,=,1,True,=,,IC50,nM,,460.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.46
,2515999,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,CCN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '16.03', 'le': '0.29', 'lle': '1.28', 'sei': '16.11'}",CHEMBL470907,,CHEMBL470907,6.24,False,http://www.openphacts.org/units/Nanomolar,734262,=,1,True,=,,IC50,nM,,570.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.57
,2516000,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2ccc(CN(CCO)Cc3ccccc3)cc2)cc1OC,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '14.43', 'le': '0.27', 'lle': '1.92', 'sei': '9.92'}",CHEMBL511468,,CHEMBL511468,5.85,False,http://www.openphacts.org/units/Nanomolar,734263,=,1,True,=,,IC50,nM,,1410.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.41
,2516001,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1F,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '15.97', 'le': '0.29', 'lle': '1.10', 'sei': '19.65'}",CHEMBL474837,,CHEMBL474837,5.80,False,http://www.openphacts.org/units/Nanomolar,734286,=,1,True,=,,IC50,nM,,1570.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.57
,2516714,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2ccc(CN(C)Cc3cccc(C)c3)cc2)cc1OC,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '14.85', 'le': '0.27', 'lle': '0.90', 'sei': '14.91'}",CHEMBL471581,,CHEMBL471581,5.78,False,http://www.openphacts.org/units/Nanomolar,734261,=,1,True,=,,IC50,nM,,1650.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.65
,2516715,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '16.62', 'le': '0.30', 'lle': '1.18', 'sei': '19.43'}",CHEMBL514966,,CHEMBL514966,5.74,True,http://www.openphacts.org/units/Nanomolar,734285,=,1,True,=,,IC50,nM,,1820.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.82
,2516716,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2ccc(/C=C/CN(C)Cc3ccccc3)cc2)cc1OC,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '14.14', 'le': '0.26', 'lle': '0.60', 'sei': '14.64'}",CHEMBL474836,,CHEMBL474836,5.68,False,http://www.openphacts.org/units/Nanomolar,734284,=,1,True,=,,IC50,nM,,2100.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,2.1
,2516717,[],CHEMBL1019313,Inhibition of human recombinant AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2ccc(CN(C)CCN(C)C)cc2)cc1OC,,,CHEMBL1138541,Eur. J. Med. Chem.,2009.0,"{'bei': '15.78', 'le': '0.30', 'lle': '2.70', 'sei': '13.39'}",CHEMBL491526,,CHEMBL491526,5.62,False,http://www.openphacts.org/units/Nanomolar,735718,=,1,True,=,,IC50,nM,,2370.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,2.37
